Site ID,Screening Flag,Location,Field Sample ID,Date Sampled,Parameter,Result,Units,Lab Qualifier,Validation Qualifier,Detect?,Matrix,Purpose,Type,Time,Program,Event,Analysis Type,Filtered,Leached,Result Type Code,Analytical Method,Start Depth,End Depth,Depth Units,Excavated Flag,Use Flag
NMED,N,MCOI-5,MOSA-19-164535,11/9/2018,Lead,0.128,ug/L,U,U,N,W,REG,WG,11:10,GW-IFGMP,MOSA-Q1-19,INIT,Y,N,TRG,EPA:1638M,,,,N,Y
NMED,N,MCOI-5,MOSA-18-2075,5/9/2018,Lead,0.128,ug/L,U,U,N,W,REG,WG,12:53,GW-IFGMP,MOSA 18 Q3,INIT,Y,N,TRG,EPA:1638M,,,,N,Y
NMED,N,MCOI-5,MOSA-18-1427,1/12/2018,Lead,0.01,ug/L,U,U,N,W,REG,WG,13:03,GW-IFGMP,MOSA 18 Q2,INIT,Y,N,TRG,EPA:200.8M,,,,N,Y
NMED,N,MCOI-5,MOSA-17-709,5/9/2017,Lead,0.05,ug/L,U,U,N,W,FD,WG,10:52,GW-IFGMP,MO/SA 17 Q3,INIT,Y,N,TRG,EPA:200.8M,,,,N,Y
NMED,N,MCOI-5,BAL-17-947,5/9/2017,Lead,0.128,ug/L,U,U,N,W,FD,WG,10:52,GW-IFGMP,BAL 17,INIT,Y,N,TRG,EPA:1638M,,,,N,Y
NMED,N,MCOI-5,MOSA-17-683,5/9/2017,Lead,0.05,ug/L,U,U,N,W,REG,WG,10:52,GW-IFGMP,MO/SA 17 Q3,INIT,Y,N,TRG,EPA:200.8M,,,,N,Y
NMED,N,MCOI-5,BAL-17-917,5/9/2017,Lead,0.128,ug/L,U,U,N,W,REG,WG,10:52,GW-IFGMP,BAL 17,INIT,Y,N,TRG,EPA:1638M,,,,N,Y
NMED,N,MCOI-5,MCOI-5-11-8-16-HRMS,11/8/2016,Lead,0.005,ug/L,U,U,N,W,REG,WG,10:34,GW-IFGMP,,INIT,Y,N,TRG,EPA:200.8M,,,,N,Y
NMED,N,MCOI-5,MCOI-5-5-6-16-HRMS,5/6/2016,Lead,0.05,ug/L,U,U,N,W,REG,WG,11:32,GW-IFGMP,,INIT,Y,N,TRG,EPA:200.8M,,,,N,Y
NMED,N,MCOI-5,MCOI-5-11-16-15-HRMS,11/16/2015,Lead,0.005,ug/L,U,U,N,W,REG,WG,10:57,GW-IFGMP,,INIT,Y,N,TRG,EPA:200.8M,,,,N,Y
NMED,N,MCOI-5,MCOI-5-8-14-15-HRMS,8/14/2015,Lead,0.005,ug/L,U,U,N,W,REG,WG,12:38,,,INIT,Y,N,TRG,EPA:200.8M,,,,N,Y
NMED,N,MCOI-5,MCOI-5-11-18-14-HRMS,11/18/2014,Lead,0.064,ug/L,,NQ,Y,W,REG,WG,11:35,,,INIT,Y,N,TRG,EPA:200.8M,,,,N,Y
NMED,N,MCOI-5,MCOI-5-5-12-14-HRMS,5/12/2014,Lead,0.007,ug/L,,NQ,Y,W,REG,WG,12:03,,,INIT,Y,N,TRG,EPA:200.8M,,,,N,Y
NMED,N,MCOI-5,MCOI-5-11-8-11-HRM,11/8/2011,Lead,0.0362,ug/L,,,Y,W,REG,WG,11:27,,,INIT,Y,N,TRG,EPA:200.8M,,,,N,Y
NMED,N,MCOI-5,MCOI-5-5-20-08-MET,5/20/2008,Lead,0.19,ug/L,B,,Y,W,REG,WG,14:14,,,INIT,Y,N,TRG,SW-846:6020,,,,N,Y
NMED,N,MCOI-5,MOSA-19-181274,5/8/2019,Lithium,32,ug/L,,NQ,Y,W,REG,WG,12:38,GW-IFGMP,MOSAQ319,INIT,Y,N,TRG,EPA:1638M,,,,N,Y
NMED,N,MCOI-5,MOSA-19-164535,11/9/2018,Lithium,32.2,ug/L,,NQ,Y,W,REG,WG,11:10,GW-IFGMP,MOSA-Q1-19,INIT,Y,N,TRG,EPA:1638M,,,,N,Y
NMED,N,MCOI-5,MOSA-18-2075,5/9/2018,Lithium,31.6,ug/L,,NQ,Y,W,REG,WG,12:53,GW-IFGMP,MOSA 18 Q3,INIT,Y,N,TRG,EPA:1638M,,,,N,Y
NMED,N,MCOI-5,MOSA-18-1427,1/12/2018,Lithium,37.1,ug/L,,NQ,Y,W,REG,WG,13:03,GW-IFGMP,MOSA 18 Q2,INIT,Y,N,TRG,EPA:200.8M,,,,N,Y
NMED,N,MCOI-5,MOSA-17-683,5/9/2017,Lithium,30,ug/L,,NQ,Y,W,REG,WG,10:52,GW-IFGMP,MO/SA 17 Q3,INIT,Y,N,TRG,EPA:200.8M,,,,N,Y
NMED,N,MCOI-5,BAL-17-947,5/9/2017,Lithium,31.1,ug/L,,NQ,Y,W,FD,WG,10:52,GW-IFGMP,BAL 17,INIT,Y,N,TRG,EPA:1638M,,,,N,Y
NMED,N,MCOI-5,BAL-17-917,5/9/2017,Lithium,31.2,ug/L,,NQ,Y,W,REG,WG,10:52,GW-IFGMP,BAL 17,INIT,Y,N,TRG,EPA:1638M,,,,N,Y
NMED,N,MCOI-5,MOSA-17-709,5/9/2017,Lithium,30.7,ug/L,,NQ,Y,W,FD,WG,10:52,GW-IFGMP,MO/SA 17 Q3,INIT,Y,N,TRG,EPA:200.8M,,,,N,Y
NMED,N,MCOI-5,MCOI-5-11-8-16-HRMS,11/8/2016,Lithium,30.1,ug/L,,NQ,Y,W,REG,WG,10:34,GW-IFGMP,,INIT,Y,N,TRG,EPA:200.8M,,,,N,Y
NMED,N,MCOI-5,MCOI-5-5-6-16-HRMS,5/6/2016,Lithium,28,ug/L,,NQ,Y,W,REG,WG,11:32,GW-IFGMP,,INIT,Y,N,TRG,EPA:200.8M,,,,N,Y
NMED,N,MCOI-5,MCOI-5-11-16-15-HRMS,11/16/2015,Lithium,21.2,ug/L,,NQ,Y,W,REG,WG,10:57,GW-IFGMP,,INIT,Y,N,TRG,EPA:200.8M,,,,N,Y
NMED,N,MCOI-5,MCOI-5-8-14-15-HRMS,8/14/2015,Lithium,28.4,ug/L,,NQ,Y,W,REG,WG,12:38,,,INIT,Y,N,TRG,EPA:200.8M,,,,N,Y
NMED,N,MCOI-5,MCOI-5-11-18-14-HRMS,11/18/2014,Lithium,28.9,ug/L,,NQ,Y,W,REG,WG,11:35,,,INIT,Y,N,TRG,EPA:200.8M,,,,N,Y
NMED,N,MCOI-5,MCOI-5-5-12-14-HRMS,5/12/2014,Lithium,25.4,ug/L,,NQ,Y,W,REG,WG,12:03,,,INIT,Y,N,TRG,EPA:200.8M,,,,N,Y
NMED,N,MCOI-5,MCOI-5-11-8-11-HRM,11/8/2011,Lithium,22.8,ug/L,,,Y,W,REG,WG,11:27,,,INIT,Y,N,TRG,EPA:200.8M,,,,N,Y
NMED,N,MCOI-5,MOSA-19-181274,5/8/2019,Magnesium,6.18,mg/L,,NQ,Y,W,REG,WG,12:38,GW-IFGMP,MOSAQ319,INIT,Y,N,TRG,EPA:1638M,,,,N,Y
NMED,N,MCOI-5,MOSA-19-164535,11/9/2018,Magnesium,6.07,mg/L,,NQ,Y,W,REG,WG,11:10,GW-IFGMP,MOSA-Q1-19,INIT,Y,N,TRG,EPA:1638M,,,,N,Y
NMED,N,MCOI-5,MOSA-18-2075,5/9/2018,Magnesium,6.78,mg/L,,NQ,Y,W,REG,WG,12:53,GW-IFGMP,MOSA 18 Q3,INIT,Y,N,TRG,EPA:1638M,,,,N,Y
NMED,N,MCOI-5,MOSA-18-1427,1/12/2018,Magnesium,5.94,mg/L,,NQ,Y,W,REG,WG,13:03,GW-IFGMP,MOSA 18 Q2,INIT,Y,N,TRG,EPA:200.8M,,,,N,Y
NMED,N,MCOI-5,MOSA-17-709,5/9/2017,Magnesium,5.84,mg/L,,NQ,Y,W,FD,WG,10:52,GW-IFGMP,MO/SA 17 Q3,INIT,Y,N,TRG,SW-846:6010BM_OES,,,,N,Y
NMED,N,MCOI-5,MOSA-17-683,5/9/2017,Magnesium,5.67,mg/L,,NQ,Y,W,REG,WG,10:52,GW-IFGMP,MO/SA 17 Q3,INIT,Y,N,TRG,SW-846:6010BM_OES,,,,N,Y
NMED,N,MCOI-5,BAL-17-947,5/9/2017,Magnesium,5.23,mg/L,,NQ,Y,W,FD,WG,10:52,GW-IFGMP,BAL 17,INIT,Y,N,TRG,EPA:1638M,,,,N,Y
NMED,N,MCOI-5,BAL-17-917,5/9/2017,Magnesium,5.32,mg/L,,NQ,Y,W,REG,WG,10:52,GW-IFGMP,BAL 17,INIT,Y,N,TRG,EPA:1638M,,,,N,Y
NMED,N,MCOI-5,MCOI-5-11-8-16-HRMS,11/8/2016,Magnesium,5.93,mg/L,,NQ,Y,W,REG,WG,10:34,GW-IFGMP,,INIT,Y,N,TRG,SW-846:6010BM_OES,,,,N,Y
NMED,N,MCOI-5,MCOI-5-5-6-16-HRMS,5/6/2016,Magnesium,4.57,mg/L,,NQ,Y,W,REG,WG,11:32,GW-IFGMP,,INIT,Y,N,TRG,SW-846:6010BM_OES,,,,N,Y
NMED,N,MCOI-5,MCOI-5-11-16-15-HRMS,11/16/2015,Magnesium,4.19,mg/L,,NQ,Y,W,REG,WG,10:57,GW-IFGMP,,INIT,Y,N,TRG,SW-846:6010BM_OES,,,,N,Y
NMED,N,MCOI-5,MCOI-5-8-14-15-HRMS,8/14/2015,Magnesium,4,mg/L,,NQ,Y,W,REG,WG,12:38,,,INIT,Y,N,TRG,SW-846:6010BM_OES,,,,N,Y
NMED,N,MCOI-5,MCOI-5-11-18-14-HRMS,11/18/2014,Magnesium,4.12,mg/L,,NQ,Y,W,REG,WG,11:35,,,INIT,Y,N,TRG,SW-846:6010BM_OES,,,,N,Y
NMED,N,MCOI-5,MCOI-5-5-12-14-HRMS,5/12/2014,Magnesium,3.86,mg/L,,NQ,Y,W,REG,WG,12:03,,,INIT,Y,N,TRG,SW-846:6010BM_OES,,,,N,Y
NMED,N,MCOI-5,MCOI-5-11-8-11-HRM,11/8/2011,Magnesium,3.63,mg/L,,,Y,W,REG,WG,11:27,,,INIT,Y,N,TRG,SW-846:6010BM_OES,,,,N,Y
NMED,N,MCOI-5,MCOI-5-5-20-08-MET,5/20/2008,Magnesium,3.2,mg/L,,,Y,W,REG,WG,14:14,,,INIT,Y,N,TRG,SW-846:6010,,,,N,Y
NMED,N,MCOI-5,MOSA-19-181274,5/8/2019,Manganese,0.536,ug/L,U,U,N,W,REG,WG,12:38,GW-IFGMP,MOSAQ319,INIT,Y,N,TRG,EPA:1638M,,,,N,Y
NMED,N,MCOI-5,MOSA-19-164535,11/9/2018,Manganese,0.537,ug/L,U,U,N,W,REG,WG,11:10,GW-IFGMP,MOSA-Q1-19,INIT,Y,N,TRG,EPA:1638M,,,,N,Y
NMED,N,MCOI-5,MOSA-18-2075,5/9/2018,Manganese,0.536,ug/L,U,U,N,W,REG,WG,12:53,GW-IFGMP,MOSA 18 Q3,INIT,Y,N,TRG,EPA:1638M,,,,N,Y
NMED,N,MCOI-5,MOSA-18-1427,1/12/2018,Manganese,0.11,ug/L,,NQ,Y,W,REG,WG,13:03,GW-IFGMP,MOSA 18 Q2,INIT,Y,N,TRG,EPA:200.8M,,,,N,Y
NMED,N,MCOI-5,MOSA-17-709,5/9/2017,Manganese,0.2,ug/L,U,U,N,W,FD,WG,10:52,GW-IFGMP,MO/SA 17 Q3,INIT,Y,N,TRG,EPA:200.8M,,,,N,Y
NMED,N,MCOI-5,MOSA-17-683,5/9/2017,Manganese,0.2,ug/L,U,U,N,W,REG,WG,10:52,GW-IFGMP,MO/SA 17 Q3,INIT,Y,N,TRG,EPA:200.8M,,,,N,Y
NMED,N,MCOI-5,BAL-17-947,5/9/2017,Manganese,0.536,ug/L,U,U,N,W,FD,WG,10:52,GW-IFGMP,BAL 17,INIT,Y,N,TRG,EPA:1638M,,,,N,Y
NMED,N,MCOI-5,BAL-17-917,5/9/2017,Manganese,0.536,ug/L,U,U,N,W,REG,WG,10:52,GW-IFGMP,BAL 17,INIT,Y,N,TRG,EPA:1638M,,,,N,Y
NMED,N,MCOI-5,MCOI-5-11-8-16-HRMS,11/8/2016,Manganese,0.0575,ug/L,,NQ,Y,W,REG,WG,10:34,GW-IFGMP,,INIT,Y,N,TRG,EPA:200.8M,,,,N,Y
NMED,N,MCOI-5,MCOI-5-5-6-16-HRMS,5/6/2016,Manganese,0.2,ug/L,U,U,N,W,REG,WG,11:32,GW-IFGMP,,INIT,Y,N,TRG,EPA:200.8M,,,,N,Y
NMED,N,MCOI-5,MCOI-5-11-16-15-HRMS,11/16/2015,Manganese,0.045,ug/L,,NQ,Y,W,REG,WG,10:57,GW-IFGMP,,INIT,Y,N,TRG,EPA:200.8M,,,,N,Y
NMED,N,MCOI-5,MCOI-5-8-14-15-HRMS,8/14/2015,Manganese,0.0893,ug/L,,NQ,Y,W,REG,WG,12:38,,,INIT,Y,N,TRG,EPA:200.8M,,,,N,Y
NMED,N,MCOI-5,MCOI-5-11-18-14-HRMS,11/18/2014,Manganese,0.663,ug/L,,NQ,Y,W,REG,WG,11:35,,,INIT,Y,N,TRG,EPA:200.8M,,,,N,Y
NMED,N,MCOI-5,MCOI-5-5-12-14-HRMS,5/12/2014,Manganese,0.107,ug/L,,NQ,Y,W,REG,WG,12:03,,,INIT,Y,N,TRG,EPA:200.8M,,,,N,Y
NMED,N,MCOI-5,MCOI-5-11-8-11-HRM,11/8/2011,Manganese,0.857,ug/L,,,Y,W,REG,WG,11:27,,,INIT,Y,N,TRG,EPA:200.8M,,,,N,Y
NMED,N,MCOI-5,MCOI-5-5-20-08-MET,5/20/2008,Manganese,0.26,ug/L,B,,Y,W,REG,WG,14:14,,,INIT,Y,N,TRG,SW-846:6010,,,,N,Y
NMED,N,MCOI-5,MCOI 5-11-8-16-pharm,11/8/2016,Meprobamate,0.5,ng/L,U,U,N,W,REG,WG,10:34,GW-IFGMP,,INIT,N,N,TRG,EPA:1694,,,,N,Y
NMED,N,MCOI-5,MCOI-5-7-25-16-Pharm,7/25/2016,Meprobamate,0.5,ng/L,U,NQ,N,W,REG,WG,11:50,GW-IFGMP,,INIT,N,N,TRG,EPA:1694,,,,N,Y
NMED,N,MCOI-5,MCOI-5-2-5-16-Pharm,2/5/2016,Meprobamate,0.9,ng/L,U,U,N,W,REG,WG,11:38,GW-IFGMP,,INIT,N,N,TRG,EPA:1694,,,,N,Y
NMED,N,MCOI-5,MCOI-5-8-14-15-Pharm,8/14/2015,Meprobamate,0.9,ng/L,U,U,N,W,REG,WG,12:38,,,INIT,N,N,TRG,EPA:1694,,,,N,Y
NMED,N,MCOI-5,MCOI-5-5-20-08-MET,5/20/2008,Mercury,0.029,ug/L,B,,Y,W,REG,WG,14:14,,,INIT,Y,N,TRG,SW-846:7470,,,,N,Y
NMED,N,MCOI-5,MCOI 5-11-8-16-pharm,11/8/2016,Methadone,0.6,ng/L,U,U,N,W,REG,WG,10:34,GW-IFGMP,,INIT,N,N,TRG,EPA:1694,,,,N,Y
NMED,N,MCOI-5,MCOI-5-7-25-16-Pharm,7/25/2016,Methadone,0.6,ng/L,U,NQ,N,W,REG,WG,11:50,GW-IFGMP,,INIT,N,N,TRG,EPA:1694,,,,N,Y
NMED,N,MCOI-5,MCOI-5-2-5-16-Pharm,2/5/2016,Methadone,0.6,ng/L,U,U,N,W,REG,WG,11:38,GW-IFGMP,,INIT,N,N,TRG,EPA:1694,,,,N,Y
NMED,N,MCOI-5,MCOI-5-8-14-15-Pharm,8/14/2015,Methadone,0.6,ng/L,U,U,N,W,REG,WG,12:38,,,INIT,N,N,TRG,EPA:1694,,,,N,Y
NMED,N,MCOI-5,MCOI-5-5-20-08-VOC,5/20/2008,Methyl tert-Butyl Ether,0.17,ug/L,U,,N,W,REG,WG,14:14,,,INIT,N,N,TRG,SW-846:8260B,,,,N,Y
NMED,N,MCOI-5,MCOI-5-5-20-08-VOC,5/20/2008,Methyl-2-pentanone[4-],1.7,ug/L,U,,N,W,REG,WG,14:14,,,INIT,N,N,TRG,SW-846:8260B,,,,N,Y
NMED,N,MCOI-5,MCOI-5-5-20-08-VOC,5/20/2008,Methylene Chloride,0.17,ug/L,U,,N,W,REG,WG,14:14,,,INIT,N,N,TRG,SW-846:8260B,,,,N,Y
NMED,N,MCOI-5,MCOI-5-5-20-08-SVOC,5/20/2008,Methylnaphthalene[2-],1.9,ug/L,U,,N,W,REG,WG,14:14,,,INIT,N,N,TRG,SW-846:8270,,,,N,Y
NMED,N,MCOI-5,MCOI-5-5-20-08-SVOC,5/20/2008,Methylphenol[2-],1.9,ug/L,U,,N,W,REG,WG,14:14,,,INIT,N,N,TRG,SW-846:8270,,,,N,Y
NMED,N,MCOI-5,MCOI-5-5-20-08-SVOC,5/20/2008,Methylphenol[3-],1.9,ug/L,U,,N,W,REG,WG,14:14,,,INIT,N,N,TRG,SW-846:8270,,,,N,Y
NMED,N,MCOI-5,MOSA-19-181274,5/8/2019,Molybdenum,1.41,ug/L,J,J,Y,W,REG,WG,12:38,GW-IFGMP,MOSAQ319,INIT,Y,N,TRG,EPA:1638M,,,,N,Y
NMED,N,MCOI-5,MOSA-19-164535,11/9/2018,Molybdenum,1.32,ug/L,J,J,Y,W,REG,WG,11:10,GW-IFGMP,MOSA-Q1-19,INIT,Y,N,TRG,EPA:1638M,,,,N,Y
NMED,N,MCOI-5,MOSA-18-2075,5/9/2018,Molybdenum,0.918,ug/L,J,J,Y,W,REG,WG,12:53,GW-IFGMP,MOSA 18 Q3,INIT,Y,N,TRG,EPA:1638M,,,,N,Y
NMED,N,MCOI-5,MOSA-18-1427,1/12/2018,Molybdenum,0.879,ug/L,,NQ,Y,W,REG,WG,13:03,GW-IFGMP,MOSA 18 Q2,INIT,Y,N,TRG,EPA:200.8M,,,,N,Y
NMED,N,MCOI-5,BAL-17-947,5/9/2017,Molybdenum,0.795,ug/L,J,J,Y,W,FD,WG,10:52,GW-IFGMP,BAL 17,INIT,Y,N,TRG,EPA:1638M,,,,N,Y
NMED,N,MCOI-5,BAL-17-917,5/9/2017,Molybdenum,0.765,ug/L,U,U,N,W,REG,WG,10:52,GW-IFGMP,BAL 17,INIT,Y,N,TRG,EPA:1638M,,,,N,Y
NMED,N,MCOI-5,MOSA-17-709,5/9/2017,Molybdenum,0.685,ug/L,,NQ,Y,W,FD,WG,10:52,GW-IFGMP,MO/SA 17 Q3,INIT,Y,N,TRG,EPA:200.8M,,,,N,Y
NMED,N,MCOI-5,MOSA-17-683,5/9/2017,Molybdenum,0.7,ug/L,,NQ,Y,W,REG,WG,10:52,GW-IFGMP,MO/SA 17 Q3,INIT,Y,N,TRG,EPA:200.8M,,,,N,Y
NMED,N,MCOI-5,MCOI-5-11-8-16-HRMS,11/8/2016,Molybdenum,0.726,ug/L,,NQ,Y,W,REG,WG,10:34,GW-IFGMP,,INIT,Y,N,TRG,EPA:200.8M,,,,N,Y
NMED,N,MCOI-5,MCOI-5-5-6-16-HRMS,5/6/2016,Molybdenum,0.933,ug/L,,NQ,Y,W,REG,WG,11:32,GW-IFGMP,,INIT,Y,N,TRG,EPA:200.8M,,,,N,Y
NMED,N,MCOI-5,MCOI-5-11-16-15-HRMS,11/16/2015,Molybdenum,1.05,ug/L,,NQ,Y,W,REG,WG,10:57,GW-IFGMP,,INIT,Y,N,TRG,EPA:200.8M,,,,N,Y
NMED,N,MCOI-5,MCOI-5-8-14-15-HRMS,8/14/2015,Molybdenum,1.01,ug/L,,NQ,Y,W,REG,WG,12:38,,,INIT,Y,N,TRG,EPA:200.8M,,,,N,Y
NMED,N,MCOI-5,MCOI-5-11-18-14-HRMS,11/18/2014,Molybdenum,1.92,ug/L,,NQ,Y,W,REG,WG,11:35,,,INIT,Y,N,TRG,EPA:200.8M,,,,N,Y
NMED,N,MCOI-5,MCOI-5-5-12-14-HRMS,5/12/2014,Molybdenum,1.2,ug/L,,NQ,Y,W,REG,WG,12:03,,,INIT,Y,N,TRG,EPA:200.8M,,,,N,Y
NMED,N,MCOI-5,MCOI-5-11-8-11-HRM,11/8/2011,Molybdenum,1.34,ug/L,,,Y,W,REG,WG,11:27,,,INIT,Y,N,TRG,EPA:200.8M,,,,N,Y
NMED,N,MCOI-5,MCOI-5-5-20-08-SVOC,5/20/2008,Naphthalene,1.9,ug/L,U,,N,W,REG,WG,14:14,,,INIT,N,N,TRG,SW-846:8270,,,,N,Y
NMED,N,MCOI-5,MCOI-5-5-20-08-VOC,5/20/2008,Naphthalene,0.17,ug/L,U,,N,W,REG,WG,14:14,,,INIT,N,N,TRG,SW-846:8260B,,,,N,Y
NMED,N,MCOI-5,MCOI 5-11-8-16-pharm,11/8/2016,Naproxen,0.7,ng/L,U,U,N,W,REG,WG,10:34,GW-IFGMP,,INIT,N,N,TRG,EPA:1694,,,,N,Y
NMED,N,MCOI-5,MCOI-5-7-25-16-Pharm,7/25/2016,Naproxen,0.7,ng/L,U,NQ,N,W,REG,WG,11:50,GW-IFGMP,,INIT,N,N,TRG,EPA:1694,,,,N,Y
NMED,N,MCOI-5,MCOI-5-2-5-16-Pharm,2/5/2016,Naproxen,0.7,ng/L,U,U,N,W,REG,WG,11:38,GW-IFGMP,,INIT,N,N,TRG,EPA:1694,,,,N,Y
NMED,N,MCOI-5,MCOI-5-8-14-15-Pharm,8/14/2015,Naproxen,0.7,ng/L,U,U,N,W,REG,WG,12:38,,,INIT,N,N,TRG,EPA:1694,,,,N,Y
NMED,N,MCOI-5,MCOI-5-5-20-08-RAD,5/20/2008,Neptunium-237,0.012,pCi/L,U,,N,W,REG,WG,14:14,,,INIT,N,N,TRG,Generic:Alpha-Spec,,,,N,Y
NMED,N,MCOI-5,MOSA-19-181274,5/8/2019,Nickel,1.22,ug/L,U,U,N,W,REG,WG,12:38,GW-IFGMP,MOSAQ319,INIT,Y,N,TRG,EPA:1638M,,,,N,Y
NMED,N,MCOI-5,MOSA-19-164535,11/9/2018,Nickel,1.23,ug/L,U,U,N,W,REG,WG,11:10,GW-IFGMP,MOSA-Q1-19,INIT,Y,N,TRG,EPA:1638M,,,,N,Y
NMED,N,MCOI-5,MOSA-18-2075,5/9/2018,Nickel,0.587,ug/L,U,NQ,N,W,REG,WG,12:53,GW-IFGMP,MOSA 18 Q3,INIT,Y,N,TRG,EPA:1638M,,,,N,Y
NMED,N,MCOI-5,MOSA-18-1427,1/12/2018,Nickel,0.491,ug/L,,NQ,Y,W,REG,WG,13:03,GW-IFGMP,MOSA 18 Q2,INIT,Y,N,TRG,EPA:200.8M,,,,N,Y
NMED,N,MCOI-5,MOSA-17-709,5/9/2017,Nickel,0.49,ug/L,,NQ,Y,W,FD,WG,10:52,GW-IFGMP,MO/SA 17 Q3,INIT,Y,N,TRG,EPA:200.8M,,,,N,Y
NMED,N,MCOI-5,MOSA-17-683,5/9/2017,Nickel,0.49,ug/L,,NQ,Y,W,REG,WG,10:52,GW-IFGMP,MO/SA 17 Q3,INIT,Y,N,TRG,EPA:200.8M,,,,N,Y
NMED,N,MCOI-5,BAL-17-947,5/9/2017,Nickel,0.306,ug/L,U,U,N,W,FD,WG,10:52,GW-IFGMP,BAL 17,INIT,Y,N,TRG,EPA:1638M,,,,N,Y
NMED,N,MCOI-5,BAL-17-917,5/9/2017,Nickel,0.427,ug/L,J,J,Y,W,REG,WG,10:52,GW-IFGMP,BAL 17,INIT,Y,N,TRG,EPA:1638M,,,,N,Y
NMED,N,MCOI-5,MCOI-5-11-8-16-HRMS,11/8/2016,Nickel,0.587,ug/L,,NQ,Y,W,REG,WG,10:34,GW-IFGMP,,INIT,Y,N,TRG,EPA:200.8M,,,,N,Y
NMED,N,MCOI-5,MCOI-5-5-6-16-HRMS,5/6/2016,Nickel,0.57,ug/L,,NQ,Y,W,REG,WG,11:32,GW-IFGMP,,INIT,Y,N,TRG,EPA:200.8M,,,,N,Y
NMED,N,MCOI-5,MCOI-5-11-16-15-HRMS,11/16/2015,Nickel,0.399,ug/L,,NQ,Y,W,REG,WG,10:57,GW-IFGMP,,INIT,Y,N,TRG,EPA:200.8M,,,,N,Y
NMED,N,MCOI-5,MCOI-5-8-14-15-HRMS,8/14/2015,Nickel,0.415,ug/L,,NQ,Y,W,REG,WG,12:38,,,INIT,Y,N,TRG,EPA:200.8M,,,,N,Y
NMED,N,MCOI-5,MCOI-5-11-18-14-HRMS,11/18/2014,Nickel,0.673,ug/L,,NQ,Y,W,REG,WG,11:35,,,INIT,Y,N,TRG,EPA:200.8M,,,,N,Y
NMED,N,MCOI-5,MCOI-5-5-12-14-HRMS,5/12/2014,Nickel,0.462,ug/L,,NQ,Y,W,REG,WG,12:03,,,INIT,Y,N,TRG,EPA:200.8M,,,,N,Y
NMED,N,MCOI-5,MCOI-5-11-8-11-HRM,11/8/2011,Nickel,0.533,ug/L,,,Y,W,REG,WG,11:27,,,INIT,Y,N,TRG,EPA:200.8M,,,,N,Y
NMED,N,MCOI-5,MCOI-5-5-20-08-MET,5/20/2008,Nickel,1.4,ug/L,B,,Y,W,REG,WG,14:14,,,INIT,Y,N,TRG,SW-846:6010,,,,N,Y
NMED,N,MCOI-5,MOSA-17-709,5/9/2017,Nitrate-Nitrite as Nitrogen,9.6,mg/L,,NQ,Y,W,FD,WG,10:52,GW-IFGMP,MO/SA 17 Q3,INIT,Y,N,TRG,EPA:353.2,,,,N,Y
NMED,N,MCOI-5,MOSA-17-683,5/9/2017,Nitrate-Nitrite as Nitrogen,9.4,mg/L,,NQ,Y,W,REG,WG,10:52,GW-IFGMP,MO/SA 17 Q3,INIT,Y,N,TRG,EPA:353.2,,,,N,Y
NMED,N,MCOI-5,MCOI-5-5-20-08-SVOC,5/20/2008,Nitroaniline[2-],4.2,ug/L,U,,N,W,REG,WG,14:14,,,INIT,N,N,TRG,SW-846:8270,,,,N,Y
NMED,N,MCOI-5,MCOI-5-5-20-08-SVOC,5/20/2008,Nitroaniline[3-],3.8,ug/L,U,,N,W,REG,WG,14:14,,,INIT,N,N,TRG,SW-846:8270,,,,N,Y
NMED,N,MCOI-5,MCOI-5-5-20-08-SVOC,5/20/2008,Nitroaniline[4-],4.1,ug/L,U,,N,W,REG,WG,14:14,,,INIT,N,N,TRG,SW-846:8270,,,,N,Y
NMED,N,MCOI-5,MCOI-5-5-20-08-SVOC,5/20/2008,Nitrobenzene,1.9,ug/L,U,,N,W,REG,WG,14:14,,,INIT,N,N,TRG,SW-846:8270,,,,N,Y
NMED,N,MCOI-5,MCOI-5-5-12-14-NISO,5/12/2014,Nitrogen-15/Nitrogen-14 Ratio(NO3),3.2,o/oo,,NQ,Y,W,REG,WG,12:03,,,INIT,Y,N,TRG,CF-IRMS,,,,N,Y
NMED,N,MCOI-5,MCOI-5-5-20-08-SVOC,5/20/2008,Nitrophenol[2-],1.9,ug/L,U,,N,W,REG,WG,14:14,,,INIT,N,N,TRG,SW-846:8270,,,,N,Y
NMED,N,MCOI-5,MCOI-5-5-20-08-SVOC,5/20/2008,Nitrophenol[4-],4.9,ug/L,U,,N,W,REG,WG,14:14,,,INIT,N,N,TRG,SW-846:8270,,,,N,Y
NMED,N,MCOI-5,MCOI-5-5-12-14-NTSM,5/12/2014,Nitroso-di-n-butylamine[N-],0.00047,ug/L,U,U,N,W,REG,WG,12:03,,,INIT,N,N,TRG,EPA:521,,,,N,Y
NMED,N,MCOI-5,MCOI-5-5-12-14-NTSM,5/12/2014,Nitroso-di-n-propylamine[N-],0.0001,ug/L,U,U,N,W,REG,WG,12:03,,,INIT,N,N,TRG,EPA:521,,,,N,Y
NMED,N,MCOI-5,MCOI-5-5-20-08-SVOC,5/20/2008,Nitroso-di-n-propylamine[N-],1.9,ug/L,U,,N,W,REG,WG,14:14,,,INIT,N,N,TRG,SW-846:8270,,,,N,Y
