Site ID,Screening Flag,Location,Field Sample ID,Date Sampled,Parameter,Result,Units,Lab Qualifier,Validation Qualifier,Detect?,Matrix,Purpose,Type,Time,Program,Event,Analysis Type,Filtered,Leached,Result Type Code,Analytical Method,Start Depth,End Depth,Depth Units,Excavated Flag,Use Flag
NMED,N,18-MW-12,Mw1235403a_GENINORG,12/4/1996,Nitrate-Nitrite as Nitrogen,0.62,mg/L,,,Y,W,REG,WG,0:00,,,INIT,U,N,TRG,LEGACY,,,,N,Y
NMED,N,18-MW-12,Mw1235403b_GENINORG,12/4/1996,Nitrate-Nitrite as Nitrogen,0.7,mg/L,,,Y,W,REG,WG,0:00,,,INIT,U,N,TRG,LEGACY,,,,N,Y
NMED,N,18-MW-13,Mw13Uf35403_GENINORG,12/4/1996,Alkalinity-HCO3,42,mg/L,,,Y,W,REG,WG,0:00,,,INIT,N,N,TRG,LEGACY,,,,N,Y
NMED,N,18-MW-13,MW13UF35403_HEXP,12/4/1996,"Amino-2,6-dinitrotoluene[4-]",0.25,ug/L,U,,N,W,REG,WG,0:00,,,INIT,N,N,TRG,LEGACY,,,,N,Y
NMED,N,18-MW-13,MW13UF35403_HEXP,12/4/1996,"Amino-4,6-dinitrotoluene[2-]",0.25,ug/L,U,,N,W,REG,WG,0:00,,,INIT,N,N,TRG,LEGACY,,,,N,Y
NMED,N,18-MW-13,Mw13Uf35403_GENINORG,12/4/1996,Ammonia,0.2,mg/L,U,,N,W,REG,WG,0:00,,,INIT,N,N,TRG,LEGACY,,,,N,Y
NMED,N,18-MW-13,MW13UF35403_METALS,12/4/1996,Arsenic,20,ug/L,,,Y,W,REG,WG,0:00,,,INIT,N,N,TRG,LEGACY,,,,N,Y
NMED,N,18-MW-13,MW13UF35403_METALS,12/4/1996,Barium,700,ug/L,,,Y,W,REG,WG,0:00,,,INIT,N,N,TRG,LEGACY,,,,N,Y
NMED,N,18-MW-13,MW13UF35403_METALS,12/4/1996,Beryllium,5,ug/L,,,Y,W,REG,WG,0:00,,,INIT,N,N,TRG,LEGACY,,,,N,Y
NMED,N,18-MW-13,Mw13Uf35403_GENINORG,12/4/1996,Calcium,29,mg/L,,,Y,W,REG,WG,0:00,,,INIT,N,N,TRG,LEGACY,,,,N,Y
NMED,N,18-MW-13,Mw13Uf35403_GENINORG,12/4/1996,Chloride,11,mg/L,,,Y,W,REG,WG,0:00,,,INIT,N,N,TRG,LEGACY,,,,N,Y
NMED,N,18-MW-13,MW13UF35403_METALS,12/4/1996,Chromium,30,ug/L,,,Y,W,REG,WG,0:00,,,INIT,N,N,TRG,LEGACY,,,,N,Y
NMED,N,18-MW-13,MW13UF35403_HEXP,12/4/1996,"Dinitrotoluene[2,4-]",0.25,ug/L,U,,N,W,REG,WG,0:00,,,INIT,N,N,TRG,LEGACY,,,,N,Y
NMED,N,18-MW-13,MW13UF35403_HEXP,12/4/1996,"Dinitrotoluene[2,6-]",0.25,ug/L,U,,N,W,REG,WG,0:00,,,INIT,N,N,TRG,LEGACY,,,,N,Y
NMED,N,18-MW-13,Mw13Uf35403_GENINORG,12/4/1996,Fluoride,0.2,mg/L,,,Y,W,REG,WG,0:00,,,INIT,N,N,TRG,LEGACY,,,,N,Y
NMED,N,18-MW-13,MW1335403_RAD,12/4/1996,Gross alpha,1.5,pCi/L,U,,N,W,REG,WG,0:00,,,INIT,Y,N,TRG,LEGACY,,,,N,Y
NMED,N,18-MW-13,MW1335403_RAD,12/4/1996,Gross beta,2.5,pCi/L,,,Y,W,REG,WG,0:00,,,INIT,Y,N,TRG,LEGACY,,,,N,Y
NMED,N,18-MW-13,MW13UF35403_HEXP,12/4/1996,HMX,1,ug/L,U,,N,W,REG,WG,0:00,,,INIT,N,N,TRG,LEGACY,,,,N,Y
NMED,N,18-MW-13,MW13UF35403_METALS,12/4/1996,Lead,48,ug/L,,,Y,W,REG,WG,0:00,,,INIT,N,N,TRG,LEGACY,,,,N,Y
NMED,N,18-MW-13,Mw13Uf35403_GENINORG,12/4/1996,Magnesium,14,mg/L,,,Y,W,REG,WG,0:00,,,INIT,N,N,TRG,LEGACY,,,,N,Y
NMED,N,18-MW-13,MW13UF35403_METALS,12/4/1996,Mercury,0.2,ug/L,U,,N,W,REG,WG,0:00,,,INIT,N,N,TRG,LEGACY,,,,N,Y
NMED,N,18-MW-13,Mw13Uf35403_GENINORG,12/4/1996,Nitrate-Nitrite as Nitrogen,1,mg/L,,,Y,W,REG,WG,0:00,,,INIT,N,N,TRG,LEGACY,,,,N,Y
NMED,N,18-MW-13,Mw1335403_GENINORG,12/4/1996,Nitrate-Nitrite as Nitrogen,1.3,mg/L,,,Y,W,REG,WG,0:00,,,INIT,U,N,TRG,LEGACY,,,,N,Y
NMED,N,18-MW-13,Mw13Uf35403_GENINORG,12/4/1996,"Phosphorus, total (as P)",0.02,mg/L,U,,N,W,REG,WG,0:00,,,INIT,N,N,TRG,LEGACY,,,,N,Y
NMED,N,18-MW-13,MW1335403_RAD,12/4/1996,Plutonium-238,0.08,pCi/L,,,Y,W,REG,WG,0:00,,,INIT,Y,N,TRG,LEGACY,,,,N,Y
NMED,N,18-MW-13,MW1335403_RAD,12/4/1996,Plutonium-239/240,0,pCi/L,,,Y,W,REG,WG,0:00,,,INIT,Y,N,TRG,LEGACY,,,,N,Y
NMED,N,18-MW-13,Mw13Uf35403_GENINORG,12/4/1996,Potassium,11,mg/L,,,Y,W,REG,WG,0:00,,,INIT,N,N,TRG,LEGACY,,,,N,Y
NMED,N,18-MW-13,MW13UF35403_HEXP,12/4/1996,RDX,0.84,ug/L,U,,N,W,REG,WG,0:00,,,INIT,N,N,TRG,LEGACY,,,,N,Y
NMED,N,18-MW-13,Mw13Uf35403_GENINORG,12/4/1996,Sodium,18,mg/L,,,Y,W,REG,WG,0:00,,,INIT,N,N,TRG,LEGACY,,,,N,Y
NMED,N,18-MW-13,MW1335403_RAD,12/4/1996,Strontium-90,0.56,pCi/L,U,,N,W,REG,WG,0:00,,,INIT,Y,N,TRG,LEGACY,,,,N,Y
NMED,N,18-MW-13,Mw13Uf35403_GENINORG,12/4/1996,Sulfate,50,mg/L,,,Y,W,REG,WG,0:00,,,INIT,N,N,TRG,LEGACY,,,,N,Y
NMED,N,18-MW-13,Mw13Uf35403_GENINORG,12/4/1996,Total Dissolved Solids,620,mg/L,,,Y,W,REG,WG,0:00,,,INIT,Y,N,TRG,LEGACY,,,,N,Y
NMED,N,18-MW-13,Mw13Uf35403_GENINORG,12/4/1996,Total Kjeldahl Nitrogen,1,mg/L,U,,N,W,REG,WG,0:00,,,INIT,N,N,TRG,LEGACY,,,,N,Y
NMED,N,18-MW-13,Mw13Uf35403_GENINORG,12/4/1996,Total Suspended Solids,1800,mg/L,,,Y,W,REG,WG,0:00,,,INIT,N,N,TRG,LEGACY,,,,N,Y
NMED,N,18-MW-13,MW13UF35403_HEXP,12/4/1996,"Trinitrotoluene[2,4,6-]",0.25,ug/L,U,,N,W,REG,WG,0:00,,,INIT,N,N,TRG,LEGACY,,,,N,Y
NMED,N,18-MW-13,MW1335403_RAD,12/4/1996,Uranium-234,0.04,pCi/L,,,Y,W,REG,WG,0:00,,,INIT,Y,N,TRG,LEGACY,,,,N,Y
NMED,N,18-MW-13,MW1335403_RAD,12/4/1996,Uranium-235,0,pCi/L,,,Y,W,REG,WG,0:00,,,INIT,Y,N,TRG,LEGACY,,,,N,Y
NMED,N,18-MW-13,MW1335403_RAD,12/4/1996,Uranium-238,0.01,pCi/L,,,Y,W,REG,WG,0:00,,,INIT,Y,N,TRG,LEGACY,,,,N,Y
NMED,N,18-MW-14,Mw1435403a_GENINORG,12/4/1996,Nitrate-Nitrite as Nitrogen,0.11,mg/L,,,Y,W,REG,WG,0:00,,,INIT,U,N,TRG,LEGACY,,,,N,Y
NMED,N,18-MW-14,Mw1435403b_GENINORG,12/4/1996,Nitrate-Nitrite as Nitrogen,0.02,mg/L,U,,N,W,REG,WG,0:00,,,INIT,U,N,TRG,LEGACY,,,,N,Y
NMED,N,18-MW-15,MW15UF35403_HEXP,12/4/1996,"Amino-2,6-dinitrotoluene[4-]",0.25,ug/L,U,,N,W,REG,WG,0:00,,,INIT,N,N,TRG,LEGACY,,,,N,Y
NMED,N,18-MW-15,MW15UF35403_HEXP,12/4/1996,"Amino-4,6-dinitrotoluene[2-]",0.25,ug/L,U,,N,W,REG,WG,0:00,,,INIT,N,N,TRG,LEGACY,,,,N,Y
NMED,N,18-MW-15,MW15UF35403_HEXP,12/4/1996,"Dinitrotoluene[2,4-]",0.25,ug/L,U,,N,W,REG,WG,0:00,,,INIT,N,N,TRG,LEGACY,,,,N,Y
NMED,N,18-MW-15,MW15UF35403_HEXP,12/4/1996,"Dinitrotoluene[2,6-]",0.25,ug/L,U,,N,W,REG,WG,0:00,,,INIT,N,N,TRG,LEGACY,,,,N,Y
NMED,N,18-MW-15,MW15UF35403_HEXP,12/4/1996,HMX,1,ug/L,U,,N,W,REG,WG,0:00,,,INIT,N,N,TRG,LEGACY,,,,N,Y
NMED,N,18-MW-15,MW15UF35403_HEXP,12/4/1996,RDX,0.84,ug/L,U,,N,W,REG,WG,0:00,,,INIT,N,N,TRG,LEGACY,,,,N,Y
NMED,N,18-MW-15,MW15UF35403_HEXP,12/4/1996,"Trinitrotoluene[2,4,6-]",0.25,ug/L,U,,N,W,REG,WG,0:00,,,INIT,N,N,TRG,LEGACY,,,,N,Y
NMED,N,18-MW-16,Mw1635403a_GENINORG,12/4/1996,Nitrate-Nitrite as Nitrogen,2,mg/L,,,Y,W,REG,WG,0:00,,,INIT,U,N,TRG,LEGACY,,,,N,Y
NMED,N,18-MW-16,Mw1635403b_GENINORG,12/4/1996,Nitrate-Nitrite as Nitrogen,2.1,mg/L,,,Y,W,REG,WG,0:00,,,INIT,U,N,TRG,LEGACY,,,,N,Y
NMED,N,18-MW-18,18-MW-8/1/1995-HEXP,8/1/1995,"Amino-2,6-dinitrotoluene[4-]",2,ug/L,U,,N,W,REG,WG,0:00,,,INIT,N,N,TRG,LEGACY,,,,N,Y
NMED,N,18-MW-18,18-MW-8/1/1995-HEXP,8/1/1995,"Amino-4,6-dinitrotoluene[2-]",2,ug/L,U,,N,W,REG,WG,0:00,,,INIT,N,N,TRG,LEGACY,,,,N,Y
NMED,N,18-MW-18,ER-ID-18-8/1/1995-GNINOR,8/1/1995,Ammonia as Nitrogen,0.05,mg/L,U,,N,W,REG,WG,0:00,,,INIT,Y,N,TRG,LEGACY,,,,N,Y
NMED,N,18-MW-18,18-MW-8/1/1995-METALS,8/1/1995,Antimony,20,ug/L,U,,N,W,REG,WG,0:00,,,INIT,Y,N,TRG,LEGACY,,,,N,Y
NMED,N,18-MW-18,18-MW-8/1/1995-METALS,8/1/1995,Arsenic,10,ug/L,U,,N,W,REG,WG,0:00,,,INIT,Y,N,TRG,LEGACY,,,,N,Y
NMED,N,18-MW-18,18-MW-8/1/1995-METALS,8/1/1995,Barium,100,ug/L,U,,N,W,REG,WG,0:00,,,INIT,Y,N,TRG,LEGACY,,,,N,Y
NMED,N,18-MW-18,18-MW-8/1/1995-METALS,8/1/1995,Beryllium,5,ug/L,U,,N,W,REG,WG,0:00,,,INIT,Y,N,TRG,LEGACY,,,,N,Y
NMED,N,18-MW-18,18-MW-8/1/1995-METALS,8/1/1995,Boron,30,ug/L,,,Y,W,REG,WG,0:00,,,INIT,Y,N,TRG,LEGACY,,,,N,Y
NMED,N,18-MW-18,18-MW-8/1/1995-METALS,8/1/1995,Cadmium,5,ug/L,U,,N,W,REG,WG,0:00,,,INIT,Y,N,TRG,LEGACY,,,,N,Y
NMED,N,18-MW-18,ER-ID-18-8/1/1995-GNINOR,8/1/1995,Calcium,17,mg/L,,,Y,W,REG,WG,0:00,,,INIT,Y,N,TRG,LEGACY,,,,N,Y
NMED,N,18-MW-18,18-MW-8/1/1995-METALS,8/1/1995,Chromium,10,ug/L,U,,N,W,REG,WG,0:00,,,INIT,Y,N,TRG,LEGACY,,,,N,Y
NMED,N,18-MW-18,18-MW-8/1/1995-METALS,8/1/1995,Cobalt,10,ug/L,U,,N,W,REG,WG,0:00,,,INIT,Y,N,TRG,LEGACY,,,,N,Y
NMED,N,18-MW-18,18-MW-8/1/1995-METALS,8/1/1995,Copper,10,ug/L,U,,N,W,REG,WG,0:00,,,INIT,Y,N,TRG,LEGACY,,,,N,Y
NMED,N,18-MW-18,18-MW-18-8/1/1995-RAD,8/1/1995,Gross alpha,3.7,pCi/L,U,,N,W,REG,WG,0:00,,,INIT,Y,N,TRG,LEGACY,,,,N,Y
NMED,N,18-MW-18,18-MW-18-8/1/1995-RAD,8/1/1995,Gross beta,5,pCi/L,,,Y,W,REG,WG,0:00,,,INIT,Y,N,TRG,LEGACY,,,,N,Y
NMED,N,18-MW-18,18-MW-8/1/1995-HEXP,8/1/1995,HMX,2,ug/L,U,,N,W,REG,WG,0:00,,,INIT,N,N,TRG,LEGACY,,,,N,Y
NMED,N,18-MW-18,18-MW-8/1/1995-METALS,8/1/1995,Lead,3,ug/L,U,,N,W,REG,WG,0:00,,,INIT,Y,N,TRG,LEGACY,,,,N,Y
NMED,N,18-MW-18,18-MW-8/1/1995-METALS,8/1/1995,Lithium,10,ug/L,U,,N,W,REG,WG,0:00,,,INIT,Y,N,TRG,LEGACY,,,,N,Y
NMED,N,18-MW-18,ER-ID-18-8/1/1995-GNINOR,8/1/1995,Magnesium,5,mg/L,,,Y,W,REG,WG,0:00,,,INIT,Y,N,TRG,LEGACY,,,,N,Y
NMED,N,18-MW-18,18-MW-8/1/1995-METALS,8/1/1995,Manganese,10,ug/L,,,Y,W,REG,WG,0:00,,,INIT,Y,N,TRG,LEGACY,,,,N,Y
NMED,N,18-MW-18,18-MW-8/1/1995-METALS,8/1/1995,Mercury,0.2,ug/L,U,,N,W,REG,WG,0:00,,,INIT,Y,N,TRG,LEGACY,,,,N,Y
NMED,N,18-MW-18,18-MW-8/1/1995-METALS,8/1/1995,Molybdenum,10,ug/L,U,,N,W,REG,WG,0:00,,,INIT,Y,N,TRG,LEGACY,,,,N,Y
NMED,N,18-MW-18,18-MW-8/1/1995-METALS,8/1/1995,Nickel,20,ug/L,U,,N,W,REG,WG,0:00,,,INIT,Y,N,TRG,LEGACY,,,,N,Y
NMED,N,18-MW-18,ER-ID-18-8/1/1995-GNINOR,8/1/1995,Nitrate-Nitrite as Nitrogen,0.2,mg/L,,,Y,W,REG,WG,0:00,,,INIT,Y,N,TRG,LEGACY,,,,N,Y
NMED,N,18-MW-18,ER-ID-18-8/1/1995-GNINOR,8/1/1995,"Phosphorus, total (as P)",0.57,mg/L,,,Y,W,REG,WG,0:00,,,INIT,Y,N,TRG,LEGACY,,,,N,Y
NMED,N,18-MW-18,ER-ID-18-8/1/1995-GNINOR,8/1/1995,Potassium,4,mg/L,,,Y,W,REG,WG,0:00,,,INIT,Y,N,TRG,LEGACY,,,,N,Y
NMED,N,18-MW-18,18-MW-8/1/1995-HEXP,8/1/1995,RDX,2,ug/L,U,,N,W,REG,WG,0:00,,,INIT,N,N,TRG,LEGACY,,,,N,Y
NMED,N,18-MW-18,18-MW-8/1/1995-METALS,8/1/1995,Selenium,5,ug/L,U,,N,W,REG,WG,0:00,,,INIT,Y,N,TRG,LEGACY,,,,N,Y
NMED,N,18-MW-18,18-MW-8/1/1995-METALS,8/1/1995,Silicon,16000,ug/L,,,Y,W,REG,WG,0:00,,,INIT,Y,N,TRG,LEGACY,,,,N,Y
NMED,N,18-MW-18,ER-ID-18-8/1/1995-GNINOR,8/1/1995,Sodium,25,mg/L,,,Y,W,REG,WG,0:00,,,INIT,Y,N,TRG,LEGACY,,,,N,Y
NMED,N,18-MW-18,18-MW-8/1/1995-METALS,8/1/1995,Strontium,120,ug/L,,,Y,W,REG,WG,0:00,,,INIT,Y,N,TRG,LEGACY,,,,N,Y
NMED,N,18-MW-18,18-MW-8/1/1995-METALS,8/1/1995,Thallium,10,ug/L,U,,N,W,REG,WG,0:00,,,INIT,Y,N,TRG,LEGACY,,,,N,Y
NMED,N,18-MW-18,18-MW-8/1/1995-METALS,8/1/1995,Tin,20,ug/L,,,Y,W,REG,WG,0:00,,,INIT,Y,N,TRG,LEGACY,,,,N,Y
NMED,N,18-MW-18,ER-ID-18-8/1/1995-GNINOR,8/1/1995,Total Kjeldahl Nitrogen,0.7,mg/L,,,Y,W,REG,WG,0:00,,,INIT,Y,N,TRG,LEGACY,,,,N,Y
NMED,N,18-MW-18,18-MW-8/1/1995-HEXP,8/1/1995,"Trinitrotoluene[2,4,6-]",2,ug/L,U,,N,W,REG,WG,0:00,,,INIT,N,N,TRG,LEGACY,,,,N,Y
NMED,N,18-MW-18,18-MW-8/1/1995-METALS,8/1/1995,Vanadium,10,ug/L,U,,N,W,REG,WG,0:00,,,INIT,Y,N,TRG,LEGACY,,,,N,Y
NMED,N,18-MW-18,18-MW-8/1/1995-METALS,8/1/1995,Zinc,20,ug/L,U,,N,W,REG,WG,0:00,,,INIT,Y,N,TRG,LEGACY,,,,N,Y
NMED,N,CDBO-6,CDBO636297_GENINORG,5/17/1999,Alkalinity-CO3,10,mg/L,U,,N,W,REG,WG,0:00,,,INIT,U,N,TRG,LEGACY,,,,N,Y
NMED,N,CDBO-6,CDBO6UF35941_GENINORG,5/26/1998,Alkalinity-CO3,5,mg/L,U,,N,W,REG,WG,0:00,,,INIT,N,N,TRG,LEGACY,,,,N,Y
NMED,N,CDBO-6,CDBO636297_GENINORG,5/17/1999,Alkalinity-HCO3,63,mg/L,,,Y,W,REG,WG,0:00,,,INIT,U,N,TRG,LEGACY,,,,N,Y
NMED,N,CDBO-6,CDBO6UF35941_GENINORG,5/26/1998,Alkalinity-HCO3,62,mg/L,,,Y,W,REG,WG,0:00,,,INIT,N,N,TRG,LEGACY,,,,N,Y
NMED,N,CDBO-6,CDBO6F36342_METALS,7/1/1999,Aluminum,200,ug/L,U,,N,W,REG,WG,0:00,,,INIT,Y,N,TRG,LEGACY,,,,N,Y
NMED,N,CDBO-6,CDBO6F36297_METALS,5/17/1999,Aluminum,2580,ug/L,,,Y,W,REG,WG,0:00,,,INIT,Y,N,TRG,LEGACY,,,,N,Y
NMED,N,CDBO-6,CDBO-6-11/29/1994-METALS,11/29/1994,Aluminum,3700,ug/L,,,Y,W,REG,WG,0:00,,,INIT,N,N,TRG,LEGACY,,,,N,Y
NMED,N,CDBO-6,CDBO6UF35941_RAD,5/26/1998,Americium-241,0.003,pCi/L,,,Y,W,REG,WG,0:00,,,INIT,N,N,TRG,LEGACY,,,,N,Y
NMED,N,CDBO-6,CDBO-6-11/29/1994-RAD,11/29/1994,Americium-241,6.32,pCi/L,U,,N,W,REG,WG,0:00,,,INIT,N,N,TRG,LEGACY,,,,N,Y
NMED,N,CDBO-6,CDBO6UF36297_GENINORG,5/17/1999,Ammonia,0.1,mg/L,U,,N,W,REG,WG,0:00,,,INIT,N,N,TRG,LEGACY,,,,N,Y
NMED,N,CDBO-6,CDBO6UF35941_GENINORG,5/26/1998,Ammonia,0.44,mg/L,,,Y,W,REG,WG,0:00,,,INIT,N,N,TRG,LEGACY,,,,N,Y
NMED,N,CDBO-6,CDBO-6-11/29/1994-METALS,11/29/1994,Antimony,60,ug/L,U,,N,W,REG,WG,0:00,,,INIT,N,N,TRG,LEGACY,,,,N,Y
NMED,N,CDBO-6,CDBO-6-11/29/1994-METALS,11/29/1994,Arsenic,5,ug/L,U,,N,W,REG,WG,0:00,,,INIT,N,N,TRG,LEGACY,,,,N,Y
NMED,N,CDBO-6,CDBO6F36342_METALS,7/1/1999,Barium,100,ug/L,U,,N,W,REG,WG,0:00,,,INIT,Y,N,TRG,LEGACY,,,,N,Y
NMED,N,CDBO-6,CDBO6F36297_METALS,5/17/1999,Barium,100,ug/L,,,Y,W,REG,WG,0:00,,,INIT,Y,N,TRG,LEGACY,,,,N,Y
NMED,N,CDBO-6,CDBO6UF35941_METALS,5/26/1998,Barium,100,ug/L,,,Y,W,REG,WG,0:00,,,INIT,N,N,TRG,LEGACY,,,,N,Y
NMED,N,CDBO-6,CDBO-6-11/29/1994-METALS,11/29/1994,Barium,200,ug/L,,,Y,W,REG,WG,0:00,,,INIT,N,N,TRG,LEGACY,,,,N,Y
NMED,N,CDBO-6,CDBO-6-11/29/1994-METALS,11/29/1994,Beryllium,1,ug/L,,,Y,W,REG,WG,0:00,,,INIT,N,N,TRG,LEGACY,,,,N,Y
NMED,N,CDBO-6,CDBO6F36342_METALS,7/1/1999,Boron,100,ug/L,U,,N,W,REG,WG,0:00,,,INIT,Y,N,TRG,LEGACY,,,,N,Y
NMED,N,CDBO-6,CDBO6F36297_METALS,5/17/1999,Boron,100,ug/L,U,,N,W,REG,WG,0:00,,,INIT,Y,N,TRG,LEGACY,,,,N,Y
NMED,N,CDBO-6,CDBO6UF35941_METALS,5/26/1998,Boron,100,ug/L,U,,N,W,REG,WG,0:00,,,INIT,N,N,TRG,LEGACY,,,,N,Y
NMED,N,CDBO-6,CDBO-6-11/29/1994-METALS,11/29/1994,Boron,40,ug/L,,,Y,W,REG,WG,0:00,,,INIT,N,N,TRG,LEGACY,,,,N,Y
NMED,N,CDBO-6,CDBO636341_GENINORG,6/30/1999,Bromide,0.2,mg/L,U,,N,W,REG,WG,0:00,,,INIT,U,N,TRG,LEGACY,,,,N,Y
NMED,N,CDBO-6,CDBO636297_GENINORG,5/17/1999,Bromide,0.2,mg/L,U,,N,W,REG,WG,0:00,,,INIT,U,N,TRG,LEGACY,,,,N,Y
NMED,N,CDBO-6,CDBO6UF35941_GENINORG,5/26/1998,Bromide,0.2,mg/L,U,,N,W,REG,WG,0:00,,,INIT,N,N,TRG,LEGACY,,,,N,Y
NMED,N,CDBO-6,CDBO-6-11/29/1994-METALS,11/29/1994,Cadmium,0.6,ug/L,,,Y,W,REG,WG,0:00,,,INIT,N,N,TRG,LEGACY,,,,N,Y
NMED,N,CDBO-6,CDBO6F36342_GENINORG,7/1/1999,Calcium,14,mg/L,,,Y,W,REG,WG,0:00,,,INIT,Y,N,TRG,LEGACY,,,,N,Y
NMED,N,CDBO-6,CDBO6F36297_GENINORG,5/17/1999,Calcium,16.1,mg/L,,,Y,W,REG,WG,0:00,,,INIT,Y,N,TRG,LEGACY,,,,N,Y
NMED,N,CDBO-6,CDBO6UF35941_GENINORG,5/26/1998,Calcium,15,mg/L,,,Y,W,REG,WG,0:00,,,INIT,N,N,TRG,LEGACY,,,,N,Y
NMED,N,CDBO-6,CDBO-6-11/29/1994-GNINOR,11/29/1994,Calcium,14,mg/L,,,Y,W,REG,WG,0:00,,,INIT,N,N,TRG,LEGACY,,,,N,Y
NMED,N,CDBO-6,CDBO-6-11/29/1994-RAD,11/29/1994,Cesium-137,1.82,pCi/L,U,,N,W,REG,WG,0:00,,,INIT,N,N,TRG,LEGACY,,,,N,Y
NMED,N,CDBO-6,CDBO636341_GENINORG,6/30/1999,Chloride,21,mg/L,,,Y,W,REG,WG,0:00,,,INIT,U,N,TRG,LEGACY,,,,N,Y
NMED,N,CDBO-6,CDBO636297_GENINORG,5/17/1999,Chloride,19,mg/L,,,Y,W,REG,WG,0:00,,,INIT,U,N,TRG,LEGACY,,,,N,Y
NMED,N,CDBO-6,CDBO6UF35941_GENINORG,5/26/1998,Chloride,17,mg/L,,,Y,W,REG,WG,0:00,,,INIT,N,N,TRG,LEGACY,,,,N,Y
NMED,N,CDBO-6,CDBO-6-11/29/1994-METALS,11/29/1994,Chromium,10,ug/L,U,,N,W,REG,WG,0:00,,,INIT,N,N,TRG,LEGACY,,,,N,Y
NMED,N,CDBO-6,CDBO-6-11/29/1994-METALS,11/29/1994,Cobalt,10,ug/L,U,,N,W,REG,WG,0:00,,,INIT,N,N,TRG,LEGACY,,,,N,Y
NMED,N,CDBO-6,CDBO-6-11/29/1994-METALS,11/29/1994,Copper,10,ug/L,,,Y,W,REG,WG,0:00,,,INIT,N,N,TRG,LEGACY,,,,N,Y
NMED,N,CDBO-6,CDBO636341_GENINORG,6/30/1999,Fluoride,0.18,mg/L,,,Y,W,REG,WG,0:00,,,INIT,U,N,TRG,LEGACY,,,,N,Y
NMED,N,CDBO-6,CDBO636297_GENINORG,5/17/1999,Fluoride,0.17,mg/L,,,Y,W,REG,WG,0:00,,,INIT,U,N,TRG,LEGACY,,,,N,Y
NMED,N,CDBO-6,CDBO6UF35941_GENINORG,5/26/1998,Fluoride,0.23,mg/L,,,Y,W,REG,WG,0:00,,,INIT,N,N,TRG,LEGACY,,,,N,Y
NMED,N,CDBO-6,CDBO6F36342_RAD,7/1/1999,Gross alpha,0.34,pCi/L,,,Y,W,REG,WG,0:00,,,INIT,Y,N,TRG,LEGACY,,,,N,Y
NMED,N,CDBO-6,CDBO6UF36297_RAD,5/17/1999,Gross alpha,0.31,pCi/L,,,Y,W,REG,WG,0:00,,,INIT,N,N,TRG,LEGACY,,,,N,Y
NMED,N,CDBO-6,CDBO6UF35941_RAD,5/26/1998,Gross alpha,6.7,pCi/L,,,Y,W,REG,WG,0:00,,,INIT,N,N,TRG,LEGACY,,,,N,Y
NMED,N,CDBO-6,CDBO6UF35597_RAD,6/16/1997,Gross alpha,48.4,pCi/L,,,Y,W,REG,WG,0:00,,,INIT,N,N,TRG,LEGACY,,,,N,Y
NMED,N,CDBO-6,CDBO-6-8/14/1995-RAD,8/14/1995,Gross alpha,3.9,pCi/L,U,,N,W,REG,WG,0:00,,,INIT,Y,N,TRG,LEGACY,,,,N,Y
NMED,N,CDBO-6,CDBO-6-11/29/1994-RAD,11/29/1994,Gross alpha,6.37,pCi/L,,,Y,W,REG,WG,0:00,,,INIT,N,N,TRG,LEGACY,,,,N,Y
NMED,N,CDBO-6,CDBO6F36342_RAD,7/1/1999,Gross beta,3.35,pCi/L,,,Y,W,REG,WG,0:00,,,INIT,Y,N,TRG,LEGACY,,,,N,Y
NMED,N,CDBO-6,CDBO6UF36297_RAD,5/17/1999,Gross beta,0.98,pCi/L,,,Y,W,REG,WG,0:00,,,INIT,N,N,TRG,LEGACY,,,,N,Y
NMED,N,CDBO-6,CDBO6UF35941_RAD,5/26/1998,Gross beta,10,pCi/L,,,Y,W,REG,WG,0:00,,,INIT,N,N,TRG,LEGACY,,,,N,Y
NMED,N,CDBO-6,CDBO6UF35597_RAD,6/16/1997,Gross beta,44.4,pCi/L,,,Y,W,REG,WG,0:00,,,INIT,N,N,TRG,LEGACY,,,,N,Y
NMED,N,CDBO-6,CDBO-6-8/14/1995-RAD,8/14/1995,Gross beta,3.2,pCi/L,,,Y,W,REG,WG,0:00,,,INIT,Y,N,TRG,LEGACY,,,,N,Y
NMED,N,CDBO-6,CDBO-6-11/29/1994-RAD,11/29/1994,Gross beta,7.58,pCi/L,,,Y,W,REG,WG,0:00,,,INIT,N,N,TRG,LEGACY,,,,N,Y
NMED,N,CDBO-6,CDBO6F36342_METALS,7/1/1999,Iron,100,ug/L,U,,N,W,REG,WG,0:00,,,INIT,Y,N,TRG,LEGACY,,,,N,Y
NMED,N,CDBO-6,CDBO6F36297_METALS,5/17/1999,Iron,1230,ug/L,,,Y,W,REG,WG,0:00,,,INIT,Y,N,TRG,LEGACY,,,,N,Y
NMED,N,CDBO-6,CDBO6UF35941_METALS,5/26/1998,Iron,5400,ug/L,,,Y,W,REG,WG,0:00,,,INIT,N,N,TRG,LEGACY,,,,N,Y
NMED,N,CDBO-6,CDBO-6-8/14/1995-METALS,8/14/1995,Iron,100,ug/L,U,,N,W,REG,WG,0:00,,,INIT,Y,N,TRG,LEGACY,,,,N,Y
NMED,N,CDBO-6,CDBO-6-11/29/1994-METALS,11/29/1994,Iron,2000,ug/L,,,Y,W,REG,WG,0:00,,,INIT,N,N,TRG,LEGACY,,,,N,Y
