FIELD_SAMPLE_ID,LAB_ID,ANALYTICAL_METHOD,ANALYSIS_DATE,PARAMETER_CODE,RESULT_TYPE_CODE,LAB_RESULT,LAB_UNITS,LAB_DETECTION_LIMIT,LAB_MATRIX,LAB_SAMPLE_ID,ANALYSIS_TIME,LAB_QUALIFIER,DILUTION_FACTOR,PREP_METHOD,PREP_DATE,ANALYSIS_LOT_ID,SAMPLE_DELIVERY_GROUP,LAB_BLANK_SAMPLE_ID,UNCERTAINTY,PARAMETER_NAME,ANALYSIS_TYPE_CODE,FILTERED_FLAG,LEACHED_FLAG,LEACHATE_METHOD,LEACHATE_DATE,LEACHATE_TIME,SAMPLE_PREP_LOT_ID,LEACHATE_LOT_ID,PREP_TIME,METHOD_DETECTION_LIMIT,MINIMUM_DETECTABLE_ACTIVITY,SAMPLE_DATE,SAMPLE_PURPOSE,ORIGINAL_LAB_RESULT,SPIKE_ADDED,SPIKED_RESULT,SPIKE_RECOVERY,RPD,RPD_LIMIT,UPPER_LIMIT,LOWER_LIMIT,LAB_RECEIPT_DATE,HARD_COPY_DUE_DATE,RUSH_TAT,LAB_REPORT_DATE,BASIS,PERCENT_MOISTURE,CHAIN_OF_CUSTODY_NO,,,,,,,,
SANI-26-377370,GELC,SW-846:6020B,10/14/2025,U,TRG,0.665,ug/L,0.2,W,747002002,13:30,,1,SW-846:3005A,10/10/2025,2878013,747002,1206262705,,Uranium,INIT,N,N,,,,2878010,,8:05,0.067,,,10/3/2025,REG,0.665,ug/L,0.665,,,,,,,,10/9/2025,10/14/2025,Y,10/14/2025,N,100,,,,,2733-08OCT25-LMW08,"(D)202+201(B)+210(Al)+211(Be, Li, Se, U)"
SANI-26-377370,GELC,SW-846:6010D,10/10/2025,V,TRG,5.25,ug/L,5,W,747002002,21:38,,1,SW-846:3005A,10/10/2025,2878016,747002,1206262711,,Vanadium,INIT,N,N,,,,2878014,,7:45,1,,,10/3/2025,REG,5.25,ug/L,5.25,,,,,,,,10/9/2025,10/14/2025,Y,10/14/2025,N,100,,,,,2733-08OCT25-LMW08,"(D)202+201(B)+210(Al)+211(Be, Li, Se, U)"
SANI-26-377370,GELC,SW-846:6010D,10/10/2025,ZN,TRG,5.83,ug/L,20,W,747002002,21:38,J,1,SW-846:3005A,10/10/2025,2878016,747002,1206262711,,Zinc,INIT,N,N,,,,2878014,,7:45,3.3,,,10/3/2025,REG,5.83,ug/L,5.83,,,,,,,,10/9/2025,10/14/2025,Y,10/14/2025,N,100,,,,,2733-08OCT25-LMW08,"(D)202+201(B)+210(Al)+211(Be, Li, Se, U)"
SANI-26-377374,GELC,SW-846:6010D,10/10/2025,AL,TRG,113,ug/L,200,W,747002004,21:43,J,1,SW-846:3005A,10/10/2025,2878016,747002,1206262711,,Aluminum,INIT,N,N,,,,2878014,,7:45,68,,,10/5/2025,REG,113,ug/L,113,,,,,,,,10/9/2025,10/14/2025,Y,10/14/2025,N,100,,,,,2733-08OCT25-LMW08,"(D)202+201(B)+210(Al)+211(Be, Li, Se, U)"
SANI-26-377374,GELC,SW-846:6020B,10/14/2025,AL,TRG,96.6,ug/L,50,W,747002004,13:41,,1,SW-846:3005A,10/10/2025,2878013,747002,1206262705,,Aluminum,INIT,N,N,,,,2878010,,8:05,19.3,,,10/5/2025,REG,96.6,ug/L,96.6,,,,,,,,10/9/2025,10/14/2025,Y,10/14/2025,N,100,,,,,2733-08OCT25-LMW08,"(D)202+201(B)+210(Al)+211(Be, Li, Se, U)"
SANI-26-377374,GELC,SW-846:6010D,10/10/2025,SB,TRG,3.5,ug/L,20,W,747002004,21:43,U,1,SW-846:3005A,10/10/2025,2878016,747002,1206262711,,Antimony,INIT,N,N,,,,2878014,,7:45,3.5,,,10/5/2025,REG,-0.619,ug/L,3.5,,,,,,,,10/9/2025,10/14/2025,Y,10/14/2025,N,100,,,,,2733-08OCT25-LMW08,"(D)202+201(B)+210(Al)+211(Be, Li, Se, U)"
SANI-26-377374,GELC,SW-846:6010D,10/10/2025,AS,TRG,5,ug/L,30,W,747002004,21:43,U,1,SW-846:3005A,10/10/2025,2878016,747002,1206262711,,Arsenic,INIT,N,N,,,,2878014,,7:45,5,,,10/5/2025,REG,-0.3,ug/L,5,,,,,,,,10/9/2025,10/14/2025,Y,10/14/2025,N,100,,,,,2733-08OCT25-LMW08,"(D)202+201(B)+210(Al)+211(Be, Li, Se, U)"
SANI-26-377374,GELC,SW-846:6010D,10/10/2025,BA,TRG,29.5,ug/L,5,W,747002004,21:43,,1,SW-846:3005A,10/10/2025,2878016,747002,1206262711,,Barium,INIT,N,N,,,,2878014,,7:45,1,,,10/5/2025,REG,29.5,ug/L,29.5,,,,,,,,10/9/2025,10/14/2025,Y,10/14/2025,N,100,,,,,2733-08OCT25-LMW08,"(D)202+201(B)+210(Al)+211(Be, Li, Se, U)"
SANI-26-377374,GELC,SW-846:6020B,10/14/2025,BE,TRG,0.2,ug/L,0.5,W,747002004,15:09,UN,1,SW-846:3005A,10/10/2025,2878013,747002,1206262705,,Beryllium,INIT,N,N,,,,2878010,,8:05,0.2,,,10/5/2025,REG,-0.012,ug/L,0.2,,,,,,,,10/9/2025,10/14/2025,Y,10/14/2025,N,100,,,,,2733-08OCT25-LMW08,"(D)202+201(B)+210(Al)+211(Be, Li, Se, U)"
SANI-26-377374,GELC,SW-846:6010D,10/10/2025,BE,TRG,1,ug/L,5,W,747002004,21:43,UN,1,SW-846:3005A,10/10/2025,2878016,747002,1206262711,,Beryllium,INIT,N,N,,,,2878014,,7:45,1,,,10/5/2025,REG,-0.0342,ug/L,1,,,,,,,,10/9/2025,10/14/2025,Y,10/14/2025,N,100,,,,,2733-08OCT25-LMW08,"(D)202+201(B)+210(Al)+211(Be, Li, Se, U)"
SANI-26-377374,GELC,SW-846:6010D,10/10/2025,B,TRG,15,ug/L,50,W,747002004,21:43,U,1,SW-846:3005A,10/10/2025,2878016,747002,1206262711,,Boron,INIT,N,N,,,,2878014,,7:45,15,,,10/5/2025,REG,14.4,ug/L,15,,,,,,,,10/9/2025,10/14/2025,Y,10/14/2025,N,100,,,,,2733-08OCT25-LMW08,"(D)202+201(B)+210(Al)+211(Be, Li, Se, U)"
SANI-26-377374,GELC,SW-846:6010D,10/10/2025,CD,TRG,1,ug/L,5,W,747002004,21:43,U,1,SW-846:3005A,10/10/2025,2878016,747002,1206262711,,Cadmium,INIT,N,N,,,,2878014,,7:45,1,,,10/5/2025,REG,0.161,ug/L,1,,,,,,,,10/9/2025,10/14/2025,Y,10/14/2025,N,100,,,,,2733-08OCT25-LMW08,"(D)202+201(B)+210(Al)+211(Be, Li, Se, U)"
SANI-26-377374,GELC,SW-846:6010D,10/10/2025,CA,TRG,12800,ug/L,200,W,747002004,21:43,,1,SW-846:3005A,10/10/2025,2878016,747002,1206262711,,Calcium,INIT,N,N,,,,2878014,,7:45,50,,,10/5/2025,REG,12800,ug/L,12800,,,,,,,,10/9/2025,10/14/2025,Y,10/14/2025,N,100,,,,,2733-08OCT25-LMW08,"(D)202+201(B)+210(Al)+211(Be, Li, Se, U)"
SANI-26-377374,GELC,SW-846:6010D,10/10/2025,CR,TRG,50.8,ug/L,10,W,747002004,21:43,,1,SW-846:3005A,10/10/2025,2878016,747002,1206262711,,Chromium,INIT,N,N,,,,2878014,,7:45,1,,,10/5/2025,REG,50.8,ug/L,50.8,,,,,,,,10/9/2025,10/14/2025,Y,10/14/2025,N,100,,,,,2733-08OCT25-LMW08,"(D)202+201(B)+210(Al)+211(Be, Li, Se, U)"
SANI-26-377374,GELC,SW-846:6010D,10/10/2025,CO,TRG,1,ug/L,5,W,747002004,21:43,U,1,SW-846:3005A,10/10/2025,2878016,747002,1206262711,,Cobalt,INIT,N,N,,,,2878014,,7:45,1,,,10/5/2025,REG,0.0533,ug/L,1,,,,,,,,10/9/2025,10/14/2025,Y,10/14/2025,N,100,,,,,2733-08OCT25-LMW08,"(D)202+201(B)+210(Al)+211(Be, Li, Se, U)"
SANI-26-377374,GELC,SW-846:6010D,10/10/2025,CU,TRG,3,ug/L,20,W,747002004,21:43,U,1,SW-846:3005A,10/10/2025,2878016,747002,1206262711,,Copper,INIT,N,N,,,,2878014,,7:45,3,,,10/5/2025,REG,0.894,ug/L,3,,,,,,,,10/9/2025,10/14/2025,Y,10/14/2025,N,100,,,,,2733-08OCT25-LMW08,"(D)202+201(B)+210(Al)+211(Be, Li, Se, U)"
SANI-26-377374,GELC,SW-846:6010D,10/10/2025,FE,TRG,352,ug/L,100,W,747002004,21:43,,1,SW-846:3005A,10/10/2025,2878016,747002,1206262711,,Iron,INIT,N,N,,,,2878014,,7:45,30,,,10/5/2025,REG,352,ug/L,352,,,,,,,,10/9/2025,10/14/2025,Y,10/14/2025,N,100,,,,,2733-08OCT25-LMW08,"(D)202+201(B)+210(Al)+211(Be, Li, Se, U)"
SANI-26-377374,GELC,SW-846:6010D,10/10/2025,PB,TRG,3.3,ug/L,20,W,747002004,21:43,U,1,SW-846:3005A,10/10/2025,2878016,747002,1206262711,,Lead,INIT,N,N,,,,2878014,,7:45,3.3,,,10/5/2025,REG,-0.508,ug/L,3.3,,,,,,,,10/9/2025,10/14/2025,Y,10/14/2025,N,100,,,,,2733-08OCT25-LMW08,"(D)202+201(B)+210(Al)+211(Be, Li, Se, U)"
SANI-26-377374,GELC,SW-846:6020B,10/14/2025,LI,TRG,28.5,ug/L,10,W,747002004,13:41,N,1,SW-846:3005A,10/10/2025,2878013,747002,1206262705,,Lithium,INIT,N,N,,,,2878010,,8:05,3,,,10/5/2025,REG,28.5,ug/L,28.5,,,,,,,,10/9/2025,10/14/2025,Y,10/14/2025,N,100,,,,,2733-08OCT25-LMW08,"(D)202+201(B)+210(Al)+211(Be, Li, Se, U)"
SANI-26-377374,GELC,SW-846:6010D,10/10/2025,MG,TRG,3910,ug/L,300,W,747002004,21:43,,1,SW-846:3005A,10/10/2025,2878016,747002,1206262711,,Magnesium,INIT,N,N,,,,2878014,,7:45,110,,,10/5/2025,REG,3910,ug/L,3910,,,,,,,,10/9/2025,10/14/2025,Y,10/14/2025,N,100,,,,,2733-08OCT25-LMW08,"(D)202+201(B)+210(Al)+211(Be, Li, Se, U)"
SANI-26-377374,GELC,SW-846:6010D,10/10/2025,MN,TRG,58.4,ug/L,10,W,747002004,21:43,,1,SW-846:3005A,10/10/2025,2878016,747002,1206262711,,Manganese,INIT,N,N,,,,2878014,,7:45,2,,,10/5/2025,REG,58.4,ug/L,58.4,,,,,,,,10/9/2025,10/14/2025,Y,10/14/2025,N,100,,,,,2733-08OCT25-LMW08,"(D)202+201(B)+210(Al)+211(Be, Li, Se, U)"
SANI-26-377374,GELC,SW-846:7470A,10/13/2025,HG,TRG,0.067,ug/L,0.2,W,747002004,11:09,U,1,SW-846:7470A Prep,10/10/2025,2878181,747002,1206263011,,Mercury,INIT,N,N,,,,2878179,,12:05,0.067,,,10/5/2025,REG,-0.018,ug/L,0.067,,,,,,,,10/9/2025,10/14/2025,Y,10/14/2025,N,100,,,,,2733-08OCT25-LMW08,"(D)202+201(B)+210(Al)+211(Be, Li, Se, U)"
SANI-26-377374,GELC,SW-846:6010D,10/10/2025,NI,TRG,1.5,ug/L,5,W,747002004,21:43,U,1,SW-846:3005A,10/10/2025,2878016,747002,1206262711,,Nickel,INIT,N,N,,,,2878014,,7:45,1.5,,,10/5/2025,REG,0.951,ug/L,1.5,,,,,,,,10/9/2025,10/14/2025,Y,10/14/2025,N,100,,,,,2733-08OCT25-LMW08,"(D)202+201(B)+210(Al)+211(Be, Li, Se, U)"
SANI-26-377374,GELC,SW-846:6010D,10/10/2025,K,TRG,2180,ug/L,250,W,747002004,21:43,,1,SW-846:3005A,10/10/2025,2878016,747002,1206262711,,Potassium,INIT,N,N,,,,2878014,,7:45,50,,,10/5/2025,REG,2180,ug/L,2180,,,,,,,,10/9/2025,10/14/2025,Y,10/14/2025,N,100,,,,,2733-08OCT25-LMW08,"(D)202+201(B)+210(Al)+211(Be, Li, Se, U)"
SANI-26-377374,GELC,SW-846:6020B,10/14/2025,SE,TRG,1.5,ug/L,5,W,747002004,13:41,U,1,SW-846:3005A,10/10/2025,2878013,747002,1206262705,,Selenium,INIT,N,N,,,,2878010,,8:05,1.5,,,10/5/2025,REG,0.396,ug/L,1.5,,,,,,,,10/9/2025,10/14/2025,Y,10/14/2025,N,100,,,,,2733-08OCT25-LMW08,"(D)202+201(B)+210(Al)+211(Be, Li, Se, U)"
SANI-26-377374,GELC,SW-846:6010D,10/10/2025,SE,TRG,6,ug/L,30,W,747002004,21:43,U,1,SW-846:3005A,10/10/2025,2878016,747002,1206262711,,Selenium,INIT,N,N,,,,2878014,,7:45,6,,,10/5/2025,REG,-7.73,ug/L,6,,,,,,,,10/9/2025,10/14/2025,Y,10/14/2025,N,100,,,,,2733-08OCT25-LMW08,"(D)202+201(B)+210(Al)+211(Be, Li, Se, U)"
SANI-26-377374,GELC,SW-846:6010D,10/10/2025,AG,TRG,1,ug/L,5,W,747002004,21:43,U,1,SW-846:3005A,10/10/2025,2878016,747002,1206262711,,Silver,INIT,N,N,,,,2878014,,7:45,1,,,10/5/2025,REG,0.337,ug/L,1,,,,,,,,10/9/2025,10/14/2025,Y,10/14/2025,N,100,,,,,2733-08OCT25-LMW08,"(D)202+201(B)+210(Al)+211(Be, Li, Se, U)"
SANI-26-377374,GELC,SW-846:6010D,10/10/2025,NA,TRG,11000,ug/L,300,W,747002004,21:43,,1,SW-846:3005A,10/10/2025,2878016,747002,1206262711,,Sodium,INIT,N,N,,,,2878014,,7:45,100,,,10/5/2025,REG,11000,ug/L,11000,,,,,,,,10/9/2025,10/14/2025,Y,10/14/2025,N,100,,,,,2733-08OCT25-LMW08,"(D)202+201(B)+210(Al)+211(Be, Li, Se, U)"
SANI-26-377374,GELC,SW-846:6010D,10/10/2025,TL,TRG,5,ug/L,20,W,747002004,21:43,U,1,SW-846:3005A,10/10/2025,2878016,747002,1206262711,,Thallium,INIT,N,N,,,,2878014,,7:45,5,,,10/5/2025,REG,0.664,ug/L,5,,,,,,,,10/9/2025,10/14/2025,Y,10/14/2025,N,100,,,,,2733-08OCT25-LMW08,"(D)202+201(B)+210(Al)+211(Be, Li, Se, U)"
SANI-26-377374,GELC,SW-846:6020B,10/14/2025,U,TRG,0.574,ug/L,0.2,W,747002004,13:41,,1,SW-846:3005A,10/10/2025,2878013,747002,1206262705,,Uranium,INIT,N,N,,,,2878010,,8:05,0.067,,,10/5/2025,REG,0.574,ug/L,0.574,,,,,,,,10/9/2025,10/14/2025,Y,10/14/2025,N,100,,,,,2733-08OCT25-LMW08,"(D)202+201(B)+210(Al)+211(Be, Li, Se, U)"
SANI-26-377374,GELC,SW-846:6010D,10/10/2025,V,TRG,5.46,ug/L,5,W,747002004,21:43,,1,SW-846:3005A,10/10/2025,2878016,747002,1206262711,,Vanadium,INIT,N,N,,,,2878014,,7:45,1,,,10/5/2025,REG,5.46,ug/L,5.46,,,,,,,,10/9/2025,10/14/2025,Y,10/14/2025,N,100,,,,,2733-08OCT25-LMW08,"(D)202+201(B)+210(Al)+211(Be, Li, Se, U)"
SANI-26-377374,GELC,SW-846:6010D,10/10/2025,ZN,TRG,4.74,ug/L,20,W,747002004,21:43,J,1,SW-846:3005A,10/10/2025,2878016,747002,1206262711,,Zinc,INIT,N,N,,,,2878014,,7:45,3.3,,,10/5/2025,REG,4.74,ug/L,4.74,,,,,,,,10/9/2025,10/14/2025,Y,10/14/2025,N,100,,,,,2733-08OCT25-LMW08,"(D)202+201(B)+210(Al)+211(Be, Li, Se, U)"
SANI-26-377380,GELC,SW-846:6020B,10/14/2025,AL,TRG,139,ug/L,50,W,747002007,13:50,,1,SW-846:3005A,10/10/2025,2878013,747002,1206262705,,Aluminum,INIT,N,N,,,,2878010,,8:05,19.3,,,10/6/2025,REG,139,ug/L,139,,,,,,,,10/9/2025,10/14/2025,Y,10/14/2025,N,100,,,,,2733-08OCT25-LMW08,"(D)202+201(B)+210(Al)+211(Be, Li, Se, U)"
SANI-26-377380,GELC,SW-846:6010D,10/10/2025,AL,TRG,153,ug/L,200,W,747002007,21:51,J,1,SW-846:3005A,10/10/2025,2878016,747002,1206262711,,Aluminum,INIT,N,N,,,,2878014,,7:45,68,,,10/6/2025,REG,153,ug/L,153,,,,,,,,10/9/2025,10/14/2025,Y,10/14/2025,N,100,,,,,2733-08OCT25-LMW08,"(D)202+201(B)+210(Al)+211(Be, Li, Se, U)"
SANI-26-377380,GELC,SW-846:6010D,10/10/2025,SB,TRG,3.5,ug/L,20,W,747002007,21:51,U,1,SW-846:3005A,10/10/2025,2878016,747002,1206262711,,Antimony,INIT,N,N,,,,2878014,,7:45,3.5,,,10/6/2025,REG,0.716,ug/L,3.5,,,,,,,,10/9/2025,10/14/2025,Y,10/14/2025,N,100,,,,,2733-08OCT25-LMW08,"(D)202+201(B)+210(Al)+211(Be, Li, Se, U)"
SANI-26-377380,GELC,SW-846:6010D,10/10/2025,AS,TRG,5,ug/L,30,W,747002007,21:51,U,1,SW-846:3005A,10/10/2025,2878016,747002,1206262711,,Arsenic,INIT,N,N,,,,2878014,,7:45,5,,,10/6/2025,REG,-0.267,ug/L,5,,,,,,,,10/9/2025,10/14/2025,Y,10/14/2025,N,100,,,,,2733-08OCT25-LMW08,"(D)202+201(B)+210(Al)+211(Be, Li, Se, U)"
SANI-26-377380,GELC,SW-846:6010D,10/10/2025,BA,TRG,29.1,ug/L,5,W,747002007,21:51,,1,SW-846:3005A,10/10/2025,2878016,747002,1206262711,,Barium,INIT,N,N,,,,2878014,,7:45,1,,,10/6/2025,REG,29.1,ug/L,29.1,,,,,,,,10/9/2025,10/14/2025,Y,10/14/2025,N,100,,,,,2733-08OCT25-LMW08,"(D)202+201(B)+210(Al)+211(Be, Li, Se, U)"
SANI-26-377380,GELC,SW-846:6020B,10/14/2025,BE,TRG,0.2,ug/L,0.5,W,747002007,15:12,UN,1,SW-846:3005A,10/10/2025,2878013,747002,1206262705,,Beryllium,INIT,N,N,,,,2878010,,8:05,0.2,,,10/6/2025,REG,-0.005,ug/L,0.2,,,,,,,,10/9/2025,10/14/2025,Y,10/14/2025,N,100,,,,,2733-08OCT25-LMW08,"(D)202+201(B)+210(Al)+211(Be, Li, Se, U)"
SANI-26-377380,GELC,SW-846:6010D,10/10/2025,BE,TRG,1,ug/L,5,W,747002007,21:51,UN,1,SW-846:3005A,10/10/2025,2878016,747002,1206262711,,Beryllium,INIT,N,N,,,,2878014,,7:45,1,,,10/6/2025,REG,-0.0293,ug/L,1,,,,,,,,10/9/2025,10/14/2025,Y,10/14/2025,N,100,,,,,2733-08OCT25-LMW08,"(D)202+201(B)+210(Al)+211(Be, Li, Se, U)"
SANI-26-377380,GELC,SW-846:6010D,10/10/2025,B,TRG,19,ug/L,50,W,747002007,21:51,J,1,SW-846:3005A,10/10/2025,2878016,747002,1206262711,,Boron,INIT,N,N,,,,2878014,,7:45,15,,,10/6/2025,REG,19,ug/L,19,,,,,,,,10/9/2025,10/14/2025,Y,10/14/2025,N,100,,,,,2733-08OCT25-LMW08,"(D)202+201(B)+210(Al)+211(Be, Li, Se, U)"
SANI-26-377380,GELC,SW-846:6010D,10/10/2025,CD,TRG,1,ug/L,5,W,747002007,21:51,U,1,SW-846:3005A,10/10/2025,2878016,747002,1206262711,,Cadmium,INIT,N,N,,,,2878014,,7:45,1,,,10/6/2025,REG,0.0914,ug/L,1,,,,,,,,10/9/2025,10/14/2025,Y,10/14/2025,N,100,,,,,2733-08OCT25-LMW08,"(D)202+201(B)+210(Al)+211(Be, Li, Se, U)"
SANI-26-377380,GELC,SW-846:6010D,10/10/2025,CA,TRG,13200,ug/L,200,W,747002007,21:51,,1,SW-846:3005A,10/10/2025,2878016,747002,1206262711,,Calcium,INIT,N,N,,,,2878014,,7:45,50,,,10/6/2025,REG,13200,ug/L,13200,,,,,,,,10/9/2025,10/14/2025,Y,10/14/2025,N,100,,,,,2733-08OCT25-LMW08,"(D)202+201(B)+210(Al)+211(Be, Li, Se, U)"
SANI-26-377380,GELC,SW-846:6010D,10/10/2025,CR,TRG,16.6,ug/L,10,W,747002007,21:51,,1,SW-846:3005A,10/10/2025,2878016,747002,1206262711,,Chromium,INIT,N,N,,,,2878014,,7:45,1,,,10/6/2025,REG,16.6,ug/L,16.6,,,,,,,,10/9/2025,10/14/2025,Y,10/14/2025,N,100,,,,,2733-08OCT25-LMW08,"(D)202+201(B)+210(Al)+211(Be, Li, Se, U)"
SANI-26-377380,GELC,SW-846:6010D,10/10/2025,CO,TRG,1.02,ug/L,5,W,747002007,21:51,J,1,SW-846:3005A,10/10/2025,2878016,747002,1206262711,,Cobalt,INIT,N,N,,,,2878014,,7:45,1,,,10/6/2025,REG,1.02,ug/L,1.02,,,,,,,,10/9/2025,10/14/2025,Y,10/14/2025,N,100,,,,,2733-08OCT25-LMW08,"(D)202+201(B)+210(Al)+211(Be, Li, Se, U)"
SANI-26-377380,GELC,SW-846:6010D,10/10/2025,CU,TRG,3,ug/L,20,W,747002007,21:51,U,1,SW-846:3005A,10/10/2025,2878016,747002,1206262711,,Copper,INIT,N,N,,,,2878014,,7:45,3,,,10/6/2025,REG,0.841,ug/L,3,,,,,,,,10/9/2025,10/14/2025,Y,10/14/2025,N,100,,,,,2733-08OCT25-LMW08,"(D)202+201(B)+210(Al)+211(Be, Li, Se, U)"
SANI-26-377380,GELC,SW-846:6010D,10/10/2025,FE,TRG,294,ug/L,100,W,747002007,21:51,,1,SW-846:3005A,10/10/2025,2878016,747002,1206262711,,Iron,INIT,N,N,,,,2878014,,7:45,30,,,10/6/2025,REG,294,ug/L,294,,,,,,,,10/9/2025,10/14/2025,Y,10/14/2025,N,100,,,,,2733-08OCT25-LMW08,"(D)202+201(B)+210(Al)+211(Be, Li, Se, U)"
SANI-26-377380,GELC,SW-846:6010D,10/10/2025,PB,TRG,3.3,ug/L,20,W,747002007,21:51,U,1,SW-846:3005A,10/10/2025,2878016,747002,1206262711,,Lead,INIT,N,N,,,,2878014,,7:45,3.3,,,10/6/2025,REG,1.26,ug/L,3.3,,,,,,,,10/9/2025,10/14/2025,Y,10/14/2025,N,100,,,,,2733-08OCT25-LMW08,"(D)202+201(B)+210(Al)+211(Be, Li, Se, U)"
SANI-26-377380,GELC,SW-846:6020B,10/14/2025,LI,TRG,27.4,ug/L,10,W,747002007,13:50,N,1,SW-846:3005A,10/10/2025,2878013,747002,1206262705,,Lithium,INIT,N,N,,,,2878010,,8:05,3,,,10/6/2025,REG,27.4,ug/L,27.4,,,,,,,,10/9/2025,10/14/2025,Y,10/14/2025,N,100,,,,,2733-08OCT25-LMW08,"(D)202+201(B)+210(Al)+211(Be, Li, Se, U)"
SANI-26-377380,GELC,SW-846:6010D,10/10/2025,MG,TRG,3790,ug/L,300,W,747002007,21:51,,1,SW-846:3005A,10/10/2025,2878016,747002,1206262711,,Magnesium,INIT,N,N,,,,2878014,,7:45,110,,,10/6/2025,REG,3790,ug/L,3790,,,,,,,,10/9/2025,10/14/2025,Y,10/14/2025,N,100,,,,,2733-08OCT25-LMW08,"(D)202+201(B)+210(Al)+211(Be, Li, Se, U)"
SANI-26-377380,GELC,SW-846:6010D,10/10/2025,MN,TRG,119,ug/L,10,W,747002007,21:51,,1,SW-846:3005A,10/10/2025,2878016,747002,1206262711,,Manganese,INIT,N,N,,,,2878014,,7:45,2,,,10/6/2025,REG,119,ug/L,119,,,,,,,,10/9/2025,10/14/2025,Y,10/14/2025,N,100,,,,,2733-08OCT25-LMW08,"(D)202+201(B)+210(Al)+211(Be, Li, Se, U)"
SANI-26-377380,GELC,SW-846:7470A,10/13/2025,HG,TRG,0.067,ug/L,0.2,W,747002007,11:18,U,1,SW-846:7470A Prep,10/10/2025,2878181,747002,1206263011,,Mercury,INIT,N,N,,,,2878179,,12:05,0.067,,,10/6/2025,REG,-0.017,ug/L,0.067,,,,,,,,10/9/2025,10/14/2025,Y,10/14/2025,N,100,,,,,2733-08OCT25-LMW08,"(D)202+201(B)+210(Al)+211(Be, Li, Se, U)"
SANI-26-377380,GELC,SW-846:6010D,10/10/2025,NI,TRG,1.84,ug/L,5,W,747002007,21:51,J,1,SW-846:3005A,10/10/2025,2878016,747002,1206262711,,Nickel,INIT,N,N,,,,2878014,,7:45,1.5,,,10/6/2025,REG,1.84,ug/L,1.84,,,,,,,,10/9/2025,10/14/2025,Y,10/14/2025,N,100,,,,,2733-08OCT25-LMW08,"(D)202+201(B)+210(Al)+211(Be, Li, Se, U)"
SANI-26-377380,GELC,SW-846:6010D,10/10/2025,K,TRG,2400,ug/L,250,W,747002007,21:51,,1,SW-846:3005A,10/10/2025,2878016,747002,1206262711,,Potassium,INIT,N,N,,,,2878014,,7:45,50,,,10/6/2025,REG,2400,ug/L,2400,,,,,,,,10/9/2025,10/14/2025,Y,10/14/2025,N,100,,,,,2733-08OCT25-LMW08,"(D)202+201(B)+210(Al)+211(Be, Li, Se, U)"
SANI-26-377380,GELC,SW-846:6020B,10/14/2025,SE,TRG,1.5,ug/L,5,W,747002007,13:50,U,1,SW-846:3005A,10/10/2025,2878013,747002,1206262705,,Selenium,INIT,N,N,,,,2878010,,8:05,1.5,,,10/6/2025,REG,0.49,ug/L,1.5,,,,,,,,10/9/2025,10/14/2025,Y,10/14/2025,N,100,,,,,2733-08OCT25-LMW08,"(D)202+201(B)+210(Al)+211(Be, Li, Se, U)"
SANI-26-377380,GELC,SW-846:6010D,10/10/2025,SE,TRG,6,ug/L,30,W,747002007,21:51,U,1,SW-846:3005A,10/10/2025,2878016,747002,1206262711,,Selenium,INIT,N,N,,,,2878014,,7:45,6,,,10/6/2025,REG,-2.78,ug/L,6,,,,,,,,10/9/2025,10/14/2025,Y,10/14/2025,N,100,,,,,2733-08OCT25-LMW08,"(D)202+201(B)+210(Al)+211(Be, Li, Se, U)"
SANI-26-377380,GELC,SW-846:6010D,10/10/2025,AG,TRG,1,ug/L,5,W,747002007,21:51,U,1,SW-846:3005A,10/10/2025,2878016,747002,1206262711,,Silver,INIT,N,N,,,,2878014,,7:45,1,,,10/6/2025,REG,0.227,ug/L,1,,,,,,,,10/9/2025,10/14/2025,Y,10/14/2025,N,100,,,,,2733-08OCT25-LMW08,"(D)202+201(B)+210(Al)+211(Be, Li, Se, U)"
SANI-26-377380,GELC,SW-846:6010D,10/10/2025,NA,TRG,11500,ug/L,300,W,747002007,21:51,,1,SW-846:3005A,10/10/2025,2878016,747002,1206262711,,Sodium,INIT,N,N,,,,2878014,,7:45,100,,,10/6/2025,REG,11500,ug/L,11500,,,,,,,,10/9/2025,10/14/2025,Y,10/14/2025,N,100,,,,,2733-08OCT25-LMW08,"(D)202+201(B)+210(Al)+211(Be, Li, Se, U)"
SANI-26-377380,GELC,SW-846:6010D,10/10/2025,TL,TRG,5,ug/L,20,W,747002007,21:51,U,1,SW-846:3005A,10/10/2025,2878016,747002,1206262711,,Thallium,INIT,N,N,,,,2878014,,7:45,5,,,10/6/2025,REG,0.17,ug/L,5,,,,,,,,10/9/2025,10/14/2025,Y,10/14/2025,N,100,,,,,2733-08OCT25-LMW08,"(D)202+201(B)+210(Al)+211(Be, Li, Se, U)"
SANI-26-377380,GELC,SW-846:6020B,10/14/2025,U,TRG,0.631,ug/L,0.2,W,747002007,13:50,,1,SW-846:3005A,10/10/2025,2878013,747002,1206262705,,Uranium,INIT,N,N,,,,2878010,,8:05,0.067,,,10/6/2025,REG,0.631,ug/L,0.631,,,,,,,,10/9/2025,10/14/2025,Y,10/14/2025,N,100,,,,,2733-08OCT25-LMW08,"(D)202+201(B)+210(Al)+211(Be, Li, Se, U)"
